variant,function,seed,best,evals,seconds
social,Schwefel_1_2,13,1296.5996748186978,20000,3.4620341999980155
social,Schwefel_1_2,14,1476.075043411965,20000,3.3362788000085857
social,Schwefel_1_2,15,360.1961142521974,20000,3.4805345999920974
social,Schwefel_1_2,16,774.9949467864977,20000,3.3595293999969726
social,Schwefel_1_2,17,898.2992499785955,20000,3.413950600006501
social,Schwefel_1_2,18,1226.1702358336945,20000,3.294718599994667
social,Schwefel_1_2,19,1127.358289339359,20000,3.316716400004225
social,Schwefel_1_2,20,1200.5772912312093,20000,3.4251031000021612
social,Schwefel_1_2,21,287.1573023269421,20000,3.3297901000041747
social,Schwefel_1_2,22,503.30490477492276,20000,3.4218734000023687
social,Schwefel_1_2,23,519.5014356805532,20000,3.391224199993303
social,Schwefel_1_2,24,665.3122115007993,20000,3.312873300004867
social,Schwefel_1_2,25,487.21630277023496,20000,3.329687399993418
social,Schwefel_1_2,26,762.6739701173474,20000,3.3216647999943234
social,Schwefel_1_2,27,348.9174761276723,20000,3.339616400000523
social,Schwefel_1_2,28,1094.819221001889,20000,3.2886105999932624
social,Schwefel_1_2,29,846.4085763756011,20000,3.3388727999990806
shuffled,Sphere,0,23.38661873919775,20000,0.9352993000065908
shuffled,Sphere,1,42.36592449310751,20000,0.9748161000024993
shuffled,Sphere,2,71.20526426413707,20000,0.9584254000073997
shuffled,Sphere,3,38.184392490194355,20000,0.9632351000036579
shuffled,Sphere,4,36.157900285983324,20000,1.0155895000061719
shuffled,Sphere,5,20.322049641205727,20000,1.0133523999975296
shuffled,Sphere,6,24.17090217990388,20000,1.0087628000037512
shuffled,Sphere,7,36.331787127222874,20000,0.9734772999945562
shuffled,Sphere,8,122.2028588161783,20000,0.9528122999909101
shuffled,Sphere,9,21.329872164589293,20000,0.9751723000081256
shuffled,Sphere,10,41.578965183907194,20000,1.0095777999958955
shuffled,Sphere,11,21.903402431005425,20000,0.9771457000024384
shuffled,Sphere,12,33.69537550871371,20000,0.9678020999999717
shuffled,Sphere,13,27.88835296786778,20000,0.9645548999978928
shuffled,Sphere,14,34.789219357065676,20000,0.9616612999961944
shuffled,Sphere,15,11.135040576641462,20000,0.9977146000019275
shuffled,Sphere,16,51.611010599586876,20000,0.9919481999968411
shuffled,Sphere,17,37.899948998737194,20000,0.9852991999941878
shuffled,Sphere,18,10.769237652301532,20000,0.9779084000037983
shuffled,Sphere,19,24.962269706131632,20000,0.9768645000003744
shuffled,Sphere,20,28.070779743240497,20000,0.9807357000099728
shuffled,Sphere,21,52.79899230715198,20000,1.015213799997582
shuffled,Sphere,22,49.766394802207415,20000,0.996478200002457
shuffled,Sphere,23,18.560322784293533,20000,1.0036642999912146
shuffled,Sphere,24,27.78550742776361,20000,0.956144999989192
shuffled,Sphere,25,17.06879283627453,20000,0.9990814999910071
shuffled,Sphere,26,35.635845374138036,20000,1.0134133999963524
shuffled,Sphere,27,36.217636242141374,20000,0.9835246000002371
shuffled,Sphere,28,30.84296409535077,20000,0.9882175000093412
shuffled,Sphere,29,37.51059159829237,20000,1.0204978000110714
shuffled,Rosenbrock,0,1318.1337045072119,20000,1.564559399994323
shuffled,Rosenbrock,1,1419.7397033860225,20000,1.5704993000108516
shuffled,Rosenbrock,2,4437.841724045097,20000,1.584308499994222
shuffled,Rosenbrock,3,1495.8439253020204,20000,1.5952688000106718
shuffled,Rosenbrock,4,1462.2396349094743,20000,1.5974251000006916
shuffled,Rosenbrock,5,417.14728370455566,20000,1.5875229999946896
shuffled,Rosenbrock,6,610.8350197984375,20000,1.5651377000031061
shuffled,Rosenbrock,7,1023.5205784033548,20000,1.5389002000010805
shuffled,Rosenbrock,8,1854.4983616706277,20000,1.588655799991102
shuffled,Rosenbrock,9,616.4398578423629,20000,1.5662255000061123
shuffled,Rosenbrock,10,2356.8750305426925,20000,1.6251205000007758
shuffled,Rosenbrock,11,1727.8164692448315,20000,1.612845899988315
shuffled,Rosenbrock,12,442.4391678370282,20000,1.5688699000020279
shuffled,Rosenbrock,13,1067.1726857187266,20000,1.6243588000070304
shuffled,Rosenbrock,14,1159.3286086125806,20000,1.6032014999946114
shuffled,Rosenbrock,15,2005.5205019055597,20000,1.5852957000024617
shuffled,Rosenbrock,16,2890.439348590039,20000,1.641531200002646
shuffled,Rosenbrock,17,743.5408465557496,20000,1.6194876999943517
shuffled,Rosenbrock,18,713.1885708547517,20000,1.564835299999686
shuffled,Rosenbrock,19,597.7562355770201,20000,1.6070948999986285
shuffled,Rosenbrock,20,391.30200560151104,20000,1.5986532999959309
shuffled,Rosenbrock,21,2569.45505860699,20000,1.6114129000052344
shuffled,Rosenbrock,22,657.8530032967267,20000,1.6198062999901595
shuffled,Rosenbrock,23,2180.754866933811,20000,1.5488580999954138
shuffled,Rosenbrock,24,657.4101437844031,20000,1.6471930999978213
shuffled,Rosenbrock,25,669.8771970574703,20000,1.7157110999978613
shuffled,Rosenbrock,26,1403.2465197010847,20000,1.7930357000004733
shuffled,Rosenbrock,27,1830.9583900750622,20000,1.8859021000098437
shuffled,Rosenbrock,28,2421.660733653581,20000,2.0270517000026302
shuffled,Rosenbrock,29,1033.6992799939574,20000,1.9838256999937585
shuffled,Step,0,0.0,20000,1.479612499999348
shuffled,Step,1,4.0,20000,1.4691032999980962
shuffled,Step,2,416.0,20000,1.4538458000024548
shuffled,Step,3,0.0,20000,1.4747524999984307
shuffled,Step,4,67.0,20000,1.4685418000008212
shuffled,Step,5,0.0,20000,1.4503869000036502
shuffled,Step,6,13.0,20000,1.4304849000036484
shuffled,Step,7,273.0,20000,1.419724799998221
shuffled,Step,8,25.0,20000,1.470977999997558
shuffled,Step,9,113.0,20000,1.4357099999906495
shuffled,Step,10,222.0,20000,1.4931995000079041
shuffled,Step,11,0.0,20000,1.445195899999817
shuffled,Step,12,226.0,20000,1.4247953000012785
shuffled,Step,13,154.0,20000,1.4086169999936828
shuffled,Step,14,2.0,20000,1.4700850000081118
shuffled,Step,15,39.0,20000,1.4303085999999894
shuffled,Step,16,159.0,20000,1.4444918999943184
shuffled,Step,17,0.0,20000,1.4118680999963544
shuffled,Step,18,188.0,20000,1.4473355999944033
shuffled,Step,19,293.0,20000,1.4248010000010254
shuffled,Step,20,133.0,20000,1.4154656000027899
shuffled,Step,21,292.0,20000,1.4489079999912065
shuffled,Step,22,340.0,20000,1.4794756000046618
shuffled,Step,23,174.0,20000,1.4391281999996863
shuffled,Step,24,280.0,20000,1.4425267999904463
shuffled,Step,25,0.0,20000,1.4104032999894116
shuffled,Step,26,138.0,20000,1.4739660000050208
shuffled,Step,27,368.0,20000,1.398160500000813
shuffled,Step,28,219.0,20000,1.434960400001728
shuffled,Step,29,0.0,20000,1.4854548000002978
shuffled,Schwefel_2_26,0,-19985.100895519914,20000,1.4360063999920385
shuffled,Schwefel_2_26,1,-20063.554185062687,20000,1.4323108999960823
shuffled,Schwefel_2_26,2,-19278.9555390883,20000,1.4221782999957213
shuffled,Schwefel_2_26,3,-17301.892237587206,20000,1.4433164000074612
shuffled,Schwefel_2_26,4,-19400.249241031517,20000,1.448704499998712
shuffled,Schwefel_2_26,5,-20351.136791189405,20000,1.4423169999936363
shuffled,Schwefel_2_26,6,-18452.992898897595,20000,1.4609071999875596
shuffled,Schwefel_2_26,7,-19327.141116207866,20000,1.4478656999999657
shuffled,Schwefel_2_26,8,-19239.460462162475,20000,1.4678515999985393
shuffled,Schwefel_2_26,9,-18162.61288105013,20000,1.43876909998653
shuffled,Schwefel_2_26,10,-19985.66132346905,20000,1.4612145999999484
shuffled,Schwefel_2_26,11,-19013.88868603985,20000,1.4866585999989184
shuffled,Schwefel_2_26,12,-19776.50661993014,20000,1.4448501000006218
shuffled,Schwefel_2_26,13,-19420.59001209151,20000,1.413051399998949
shuffled,Schwefel_2_26,14,-16385.138032439794,20000,1.47659730000305
shuffled,Schwefel_2_26,15,-18336.74972552202,20000,1.438616200000979
shuffled,Schwefel_2_26,16,-20923.20978459791,20000,1.4378395000094315
shuffled,Schwefel_2_26,17,-18293.197601408825,20000,1.471099000002141
shuffled,Schwefel_2_26,18,-19820.879766225713,20000,1.4118687000009231
shuffled,Schwefel_2_26,19,-19263.750611777592,20000,1.3980888000078266
shuffled,Schwefel_2_26,20,-19176.1031429205,20000,1.463543000005302
shuffled,Schwefel_2_26,21,-18973.64819780238,20000,1.4584677999955602
shuffled,Schwefel_2_26,22,-19491.42132457971,20000,1.4407199999986915
shuffled,Schwefel_2_26,23,-19987.278170510872,20000,1.4153200000000652
shuffled,Schwefel_2_26,24,-19130.20151172037,20000,1.44914680000511
shuffled,Schwefel_2_26,25,-19833.131098182588,20000,1.409411699991324
shuffled,Schwefel_2_26,26,-19032.125082996354,20000,1.4266645000025164
shuffled,Schwefel_2_26,27,-19479.121292869037,20000,1.4466966000036336
shuffled,Schwefel_2_26,28,-20590.560913657122,20000,1.4590747999900486
shuffled,Schwefel_2_26,29,-20337.02951877305,20000,1.446285900005023
shuffled,Rastrigin,0,23.816223123166253,20000,1.4956123000010848
shuffled,Rastrigin,1,27.260275199154194,20000,1.490400499998941
shuffled,Rastrigin,2,33.107319699650986,20000,1.5881747000094038
shuffled,Rastrigin,3,38.872883956600674,20000,1.5800748999899952
shuffled,Rastrigin,4,76.86214274456708,20000,1.671289899997646
shuffled,Rastrigin,5,27.744000007779107,20000,1.6220780000003288
shuffled,Rastrigin,6,49.393529002886396,20000,1.6947746999940136
shuffled,Rastrigin,7,21.57787090484578,20000,1.9278908999986015
shuffled,Rastrigin,8,18.95169815210801,20000,3.0262887999997474
shuffled,Rastrigin,9,36.21590050087974,20000,3.1165320000000065
shuffled,Rastrigin,10,49.99306965648199,20000,3.999294099994586
shuffled,Rastrigin,11,25.778075764491177,20000,4.099325000002864
shuffled,Rastrigin,12,18.119363851428716,20000,4.2294309999997495
shuffled,Rastrigin,13,34.51911183594456,20000,4.145218000005116
shuffled,Rastrigin,14,13.515534777954485,20000,4.068467000004603
shuffled,Rastrigin,15,18.670140246586413,20000,4.087421799995354
shuffled,Rastrigin,16,29.158630090830343,20000,4.147320499992929
shuffled,Rastrigin,17,36.34021246582813,20000,4.211333200000809
shuffled,Rastrigin,18,14.914521391275287,20000,4.23029680000036
shuffled,Rastrigin,19,41.447992048150354,20000,4.187930200001574
shuffled,Rastrigin,20,21.800241179717943,20000,4.172276800003601
shuffled,Rastrigin,21,20.371213024902033,20000,4.218880600004923
shuffled,Rastrigin,22,23.81541582259797,20000,4.135616900006426
shuffled,Rastrigin,23,47.39385661544952,20000,4.1510085000045365
shuffled,Rastrigin,24,39.83584097891588,20000,4.156873800005997
shuffled,Rastrigin,25,14.10827008254256,20000,4.178482199989958
shuffled,Rastrigin,26,43.21488713936867,20000,4.228177199998754
shuffled,Rastrigin,27,19.190006617053882,20000,4.2056083000061335
shuffled,Rastrigin,28,18.693786762081174,20000,4.152754199996707
