variant,function,seed,best,evals,seconds
social,Rosenbrock,12,28.271850791004738,105000,8.870361699999194
social,Rosenbrock,13,143.85708188542543,105000,8.885263599993777
social,Rosenbrock,14,29.10835849459999,105000,8.916961899987655
social,Rosenbrock,15,71.49760289723301,105000,8.90583560000232
social,Rosenbrock,16,295.2747093532649,105000,8.918321699995431
social,Rosenbrock,17,29.340517953327264,105000,8.956350300009944
social,Rosenbrock,18,24.705717918366265,105000,11.661580300002242
social,Rosenbrock,19,89.58052098977824,105000,11.771902200009208
social,Rosenbrock,20,21.71662202225558,105000,11.928240799999912
social,Rosenbrock,21,29.18776945310183,105000,12.1954482000001
social,Rosenbrock,22,27.63376566401773,105000,12.265672900000936
social,Rosenbrock,23,28.816344662971197,105000,12.721833200004767
social,Rosenbrock,24,138.13264946405488,105000,19.219547100001364
social,Rosenbrock,25,29.295949665017737,105000,19.27460269999574
social,Rosenbrock,26,25.63381837150804,105000,19.23233590000018
social,Rosenbrock,27,29.240490781030868,105000,19.24766420001106
social,Rosenbrock,28,60.55129213053571,105000,19.317341300004045
social,Rosenbrock,29,203.83343810463455,105000,19.30890720000025
social,Step,0,0.0,105000,13.004129699998884
social,Step,1,0.0,105000,13.020156399987172
social,Step,2,0.0,105000,12.987393400006113
social,Step,3,0.0,105000,12.95928680000361
social,Step,4,0.0,105000,12.912859500007471
social,Step,5,0.0,105000,12.986358199996175
social,Step,6,0.0,105000,12.976872200000798
social,Step,7,0.0,105000,13.082665599999018
social,Step,8,0.0,105000,12.992349400010426
social,Step,9,0.0,105000,13.05407520000881
social,Step,10,0.0,105000,13.019040400002268
social,Step,11,0.0,105000,12.716143400000874
social,Step,12,0.0,105000,5.550600600006874
social,Step,13,0.0,105000,5.036411100008991
social,Step,14,0.0,105000,5.239326199996867
social,Step,15,0.0,105000,4.578307699994184
social,Step,16,0.0,105000,4.617416099994443
social,Step,17,0.0,105000,4.448208699992392
social,Step,18,0.0,105000,4.591353800002253
social,Step,19,0.0,105000,4.54725440000766
social,Step,20,0.0,105000,4.561523700001999
social,Step,21,0.0,105000,4.5248761999973794
social,Step,22,0.0,105000,4.688411499999347
social,Step,23,0.0,105000,4.754454499998246
